"smiles_sirius"	"confidenceRank_sirius"	"structurePerIdRank_sirius"	"formulaRank_sirius"	"#adducts_sirius"	"#predictedFPs_sirius"	"ConfidenceScore_sirius"	"CSI:FingerIDScore_sirius"	"ZodiacScore_sirius"	"SiriusScore_sirius"	"molecularFormula_sirius"	"adduct_sirius"	"InChIkey2D_sirius"	"InChI_sirius"	"name_sirius"	"xlogp_sirius"	"pubchemids_sirius"	"links_sirius"	"dbflags_sirius"	"ionMass_sirius"	"retentionTimeInSeconds_sirius"	"id_sirius"	"featureId_sirius"	"chebiid_sirius"	"chebiasciiname_sirius"	"searchscore_sirius"	"entitystar_sirius"	"feature_id"
"C(C(C(C(C(C=O)O)O)O)O)O"	516	1	1	2	2	"0.4243664560980439"	-13.0511686639474	1	90.4024593271372	"C6H12O6"	"[M - H2O + H]+"	"GZCGUPFRVQAUEE"	"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h1,3-6,8-12H,2H2"	"Cerelose"	-2.49321151	"24749;64731;80127;82308;84996;90173;94780;99459;102190;102288;107526;111112;111123;111317;134512;161658;165139;165171;165863;166991;167792;168037;169509;187891;3037556;3086538;5460248;6451569;12134041;12305796;12305797;12305799;12305800;12305811;10910141;10954115;11745248;11229130;11805319;11355844;15977259;16057040;21183545;45109778;53462852;53462878;57449163;60078498;60101813;56846079;56846519;56846584;57557846;58654615;58654624;66509130;71777455;71309394;71309492;71309493;71310055;71310073;71434190;76973373;88034483;87109007;87228435;87228929;87229000;87355288;88353328;92043770;92044000;90132269;89242343;89623639;90273086;89327884;89317890;89327885;89472723;90472355;90472363;101117002;101117003;101129024;101129025;101129026;101129027;101248541;101261456;101265967;101719777;101728293;101728294;100917967;101446815;102505103;102601198;102601265;102601267;102601589;102601778;102602086;119077284;119078796;126664755;130245293;133112839;129638439;129641794;129674362;129680312;129680342;129695396;129717535;129830008;129846907;131708858;131850869;131864734;131874406;131879667;131876709;131877173;131877923;131878375;131879663;131879664;131879665;131879666;131879672;131879673;131879674;131879675;131879677;131879678;131879679;131879680;131879681;131879683;131882691;131883806;131884399;131885691;131886288;131953209;135026650;135070234;135078925;137156632;135329306"	"HMDB:(62473);PubChem class - food;SuperNatural:(SN00345464 SN00348484 SN00003096 SN00344135 SN00399546);ZINC bio:(ZINC02508226 ZINC02556396 ZINC02575046 ZINC03640980 ZINC18152608 ZINC84394822 ZINC84394823);additional;HSDB:(50-99-7);MeSH:(24749 102288 107526 111123 161658 167792 3037556 10954115 87355288);Plantcyc:(CPD-15374 CPD-15373 CPD-15590);PubMed;NORMAN:(NS00013438);COCONUT:(CNP0194539 CNP0324595);Natural Products:(UNPD7578 UNPD45514 UNPD3363 UNPD35192 UNPD95755 UNPD142849);PubChem:(24749 64731 80127 82308 84996 90173 94780 99459 102190 102288 107526 111112 111123 111317 134512 161658 165139 165171 165863 166991 167792 168037 169509 187891 3037556 3086538 5460248 6451569 12134041 12305796 12305797 12305799 12305800 12305811 10910141 10954115 11745248 11229130 11805319 11355844 15977259 16057040 21183545 45109778 53462852 53462878 57449163 60078498 60101813 56846079 56846519 56846584 57557846 58654615 58654624 66509130 71777455 71309394 71309492 71309493 71310055 71310073 71434190 76973373 88034483 87109007 87228435 87228929 87229000 87355288 88353328 92043770 92044000 90132269 89242343 89623639 90273086 89327884 89317890 89327885 89472723 90472355 90472363 101117002 101117003 101129024 101129025 101129026 101129027 101248541 101261456 101265967 101719777 101728293 101728294 100917967 101446815 102505103 102601198 102601265 102601267 102601589 102601778 102602086 119077284 119078796 126664755 130245293 133112839 129638439 129641794 129674362 129680312 129680342 129695396 129717535 129830008 129846907 131708858 131850869 131864734 131874406 131879667 131876709 131877173 131877923 131878375 131879663 131879664 131879665 131879666 131879672 131879673 131879674 131879675 131879677 131879678 131879679 131879680 131879681 131879683 131882691 131883806 131884399 131885691 131886288 131953209 135026650 135070234 135078925 137156632 135329306);CHEBI:(28385 17118 37701 134625 40822 68461 86058 42758 37675 37617 37695 37626 33917 28014 37746 37681);PubChem class - bio and metabolites;KEGG:(C01582);PubChem class - safety and toxic;YMDB:(789);PubChem class - drug;Biocyc:(CPD-15760 ALTROSE CPD-15620 CPD-15590 CPD-15756 CPD-15629 CPD-15626 CPD-15374 CPD-15383 CPD-15373)"	255830894	163.059417724609	92.73225	"2390_mapp_batch_00111_sirius_2662"	2662	NA	NA	NA	NA	2662
"C(C(C(C(C(CN)O)O)O)O)C(=O)C(=O)O"	462	1	1	2	2	"0.44569453704359563"	-112.384340581473	1	70.5100885464281	"C8H15NO7"	"[M + H]+"	"RXBPGYJUUDUTIV"	"InChI=1S/C8H15NO7/c9-2-5(12)7(14)6(13)3(10)1-4(11)8(15)16/h3,5-7,10,12-14H,1-2,9H2,(H,15,16)"	"(4R,5R,6R,7R)-8-amino-4,5,6,7-tetrahydroxy-2-oxooctanoic acid"	-6.0999999	"18604513"	"MeSH:(18604513);PubChem:(18604513);PubMed"	70	238.092086791992	107.667438	"3246_mapp_batch_00111_sirius_3703"	3703	NA	NA	NA	NA	3703
"C(C(C(C(C(CO)O)O)O)O)O"	159	1	1	2	2	"0.6946087720644605"	-2.57525974513598	1	100.149371609304	"C6H14O6"	"[M - H2O + H]+"	"FBPFZTCFMRRESA"	"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2"	"Sorbogem"	-2.67485213	"453;5780;6251;11850;1549089;61892;82170;90540;120700;134038;136460;151263;171554;5460044;5487627;9855659;11513915;9920559;10012587;11008545;11480827;16760165;16760175;17757248;16058491;16211940;16212017;16212965;53790668;57151025;56846618;60161240;71749895;71308275;71308536;71308893;71309037;71309139;71309142;71309249;71309251;71311469;87076217;87367794;87393634;87767135;88909362;87882628;90840509;90888514;91210263;91365133;101274260;102602060;117064296;119081674;121494055;123301630;123434053;122406790;124203186;131668352;129830858;129857159;133688430;134694661;134834790;135385067;137333797;139025093;139025094;139025129;139025131;139025874"	"HMDB:(107 247 765 11632);PubChem class - food;SuperNatural:(SN00024275 SN00011501 SN00158552 SN00156670 SN00354162 SN00011554 SN00387336 SN00350338 SN00024326 SN00156630);ZINC bio:(ZINC01532640 ZINC02041302 ZINC02530725 ZINC05131989 ZINC05178945 ZINC13545678 ZINC17836367 ZINC18006959 ZINC18010484 ZINC18279893);additional;HSDB:(69-65-8 50-70-4);MeSH:(453 5780 6251 11850 90540 120700 151263 1549089 5460044);Plantcyc:(SORBITOL GALACTITOL MANNITOL CPD-369);PubMed;NORMAN:(NS00008496);COCONUT:(CNP0090389 CNP0190948);KNApSAcK:(1173);Natural Products:(UNPD28851 UNPD99873 UNPD41378 UNPD76203 UNPD83946 UNPD136254 UNPD74415 UNPD170354 UNPD48168);PubChem:(453 5780 6251 11850 1549089 61892 82170 90540 120700 134038 136460 151263 171554 5460044 5487627 9855659 11513915 9920559 10012587 11008545 11480827 16760165 16760175 17757248 16058491 16211940 16212017 16212965 53790668 57151025 56846618 60161240 71749895 71308275 71308536 71308893 71309037 71309139 71309142 71309249 71309251 71311469 87076217 87367794 87393634 87767135 88909362 87882628 90840509 90888514 91210263 91365133 101274260 102602060 117064296 119081674 121494055 123301630 123434053 122406790 124203186 131668352 129830858 129857159 133688430 134694661 134834790 135385067 137333797 139025093 139025094 139025129 139025131 139025874);CHEBI:(87978 17459 17924 16899 16813 125392 134311 138264 18202 28789 38030);PubChem class - bio and metabolites;KEGG:(C01507 C01722 C00392 C21524 C00794 C01489 C01697);PubChem class - safety and toxic;YMDB:(830 87 656 724);Training Set;PubChem class - drug;Biocyc:(SORBITOL CPD-12810 GALACTITOL CPD-369 CPD-15701 CPD-357 CPD-12811 CPD-15703 MANNITOL CPD-15702)"	255847294	165.075480143229	82.476792	"3412_mapp_batch_00111_sirius_3955"	3955	"CHEBI:125392"	"hexane-1,2,3,4,5,6-hexol"	"2.65"	"2"	3955
"C(C(C(C(C(CO)O)O)O)O)O"	54	1	1	1	2	"0.8569758634456749"	-2.44807272361158	1	105.989889258598	"C6H14O6"	"[M + H]+"	"FBPFZTCFMRRESA"	"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2"	"Sorbogem"	-2.67485213	"453;5780;6251;11850;1549089;61892;82170;90540;120700;134038;136460;151263;171554;5460044;5487627;9855659;11513915;9920559;10012587;11008545;11480827;16760165;16760175;17757248;16058491;16211940;16212017;16212965;53790668;57151025;56846618;60161240;71749895;71308275;71308536;71308893;71309037;71309139;71309142;71309249;71309251;71311469;87076217;87367794;87393634;87767135;88909362;87882628;90840509;90888514;91210263;91365133;101274260;102602060;117064296;119081674;121494055;123301630;123434053;122406790;124203186;131668352;129830858;129857159;133688430;134694661;134834790;135385067;137333797;139025093;139025094;139025129;139025131;139025874"	"HMDB:(107 247 765 11632);PubChem class - food;SuperNatural:(SN00024275 SN00011501 SN00158552 SN00156670 SN00354162 SN00011554 SN00387336 SN00350338 SN00024326 SN00156630);ZINC bio:(ZINC01532640 ZINC02041302 ZINC02530725 ZINC05131989 ZINC05178945 ZINC13545678 ZINC17836367 ZINC18006959 ZINC18010484 ZINC18279893);additional;HSDB:(69-65-8 50-70-4);MeSH:(453 5780 6251 11850 90540 120700 151263 1549089 5460044);Plantcyc:(SORBITOL GALACTITOL MANNITOL CPD-369);PubMed;NORMAN:(NS00008496);COCONUT:(CNP0090389 CNP0190948);KNApSAcK:(1173);Natural Products:(UNPD28851 UNPD99873 UNPD41378 UNPD76203 UNPD83946 UNPD136254 UNPD74415 UNPD170354 UNPD48168);PubChem:(453 5780 6251 11850 1549089 61892 82170 90540 120700 134038 136460 151263 171554 5460044 5487627 9855659 11513915 9920559 10012587 11008545 11480827 16760165 16760175 17757248 16058491 16211940 16212017 16212965 53790668 57151025 56846618 60161240 71749895 71308275 71308536 71308893 71309037 71309139 71309142 71309249 71309251 71311469 87076217 87367794 87393634 87767135 88909362 87882628 90840509 90888514 91210263 91365133 101274260 102602060 117064296 119081674 121494055 123301630 123434053 122406790 124203186 131668352 129830858 129857159 133688430 134694661 134834790 135385067 137333797 139025093 139025094 139025129 139025131 139025874);CHEBI:(87978 17459 17924 16899 16813 125392 134311 138264 18202 28789 38030);PubChem class - bio and metabolites;KEGG:(C01507 C01722 C00392 C21524 C00794 C01489 C01697);PubChem class - safety and toxic;YMDB:(830 87 656 724);Training Set;PubChem class - drug;Biocyc:(SORBITOL CPD-12810 GALACTITOL CPD-369 CPD-15701 CPD-357 CPD-12811 CPD-15703 MANNITOL CPD-15702)"	255847294	183.08610534668	38.44821	"11_mapp_batch_00111_sirius_11"	11	"CHEBI:125392"	"hexane-1,2,3,4,5,6-hexol"	"2.65"	"2"	11
"C(C(C(C(C(CO)O)O)O)O)O"	171	1	1	2	2	"0.6817667886233595"	-3.06731050242155	1	122.142326417334	"C6H14O6"	"[M - H2O + H]+"	"FBPFZTCFMRRESA"	"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2"	"Sorbogem"	-2.67485213	"453;5780;6251;11850;1549089;61892;82170;90540;120700;134038;136460;151263;171554;5460044;5487627;9855659;11513915;9920559;10012587;11008545;11480827;16760165;16760175;17757248;16058491;16211940;16212017;16212965;53790668;57151025;56846618;60161240;71749895;71308275;71308536;71308893;71309037;71309139;71309142;71309249;71309251;71311469;87076217;87367794;87393634;87767135;88909362;87882628;90840509;90888514;91210263;91365133;101274260;102602060;117064296;119081674;121494055;123301630;123434053;122406790;124203186;131668352;129830858;129857159;133688430;134694661;134834790;135385067;137333797;139025093;139025094;139025129;139025131;139025874"	"HMDB:(107 247 765 11632);PubChem class - food;SuperNatural:(SN00024275 SN00011501 SN00158552 SN00156670 SN00354162 SN00011554 SN00387336 SN00350338 SN00024326 SN00156630);ZINC bio:(ZINC01532640 ZINC02041302 ZINC02530725 ZINC05131989 ZINC05178945 ZINC13545678 ZINC17836367 ZINC18006959 ZINC18010484 ZINC18279893);additional;HSDB:(69-65-8 50-70-4);MeSH:(453 5780 6251 11850 90540 120700 151263 1549089 5460044);Plantcyc:(SORBITOL GALACTITOL MANNITOL CPD-369);PubMed;NORMAN:(NS00008496);COCONUT:(CNP0090389 CNP0190948);KNApSAcK:(1173);Natural Products:(UNPD28851 UNPD99873 UNPD41378 UNPD76203 UNPD83946 UNPD136254 UNPD74415 UNPD170354 UNPD48168);PubChem:(453 5780 6251 11850 1549089 61892 82170 90540 120700 134038 136460 151263 171554 5460044 5487627 9855659 11513915 9920559 10012587 11008545 11480827 16760165 16760175 17757248 16058491 16211940 16212017 16212965 53790668 57151025 56846618 60161240 71749895 71308275 71308536 71308893 71309037 71309139 71309142 71309249 71309251 71311469 87076217 87367794 87393634 87767135 88909362 87882628 90840509 90888514 91210263 91365133 101274260 102602060 117064296 119081674 121494055 123301630 123434053 122406790 124203186 131668352 129830858 129857159 133688430 134694661 134834790 135385067 137333797 139025093 139025094 139025129 139025131 139025874);CHEBI:(87978 17459 17924 16899 16813 125392 134311 138264 18202 28789 38030);PubChem class - bio and metabolites;KEGG:(C01507 C01722 C00392 C21524 C00794 C01489 C01697);PubChem class - safety and toxic;YMDB:(830 87 656 724);Training Set;PubChem class - drug;Biocyc:(SORBITOL CPD-12810 GALACTITOL CPD-369 CPD-15701 CPD-357 CPD-12811 CPD-15703 MANNITOL CPD-15702)"	255847294	165.075561523438	38.44821	"29_mapp_batch_00111_sirius_29"	29	"CHEBI:125392"	"hexane-1,2,3,4,5,6-hexol"	"2.65"	"2"	29
"C(C(C(C(C=O)O)O)O)OP(=O)(O)O"	757	1	1	1	1	"0.34353578056840023"	-35.5452901280766	1	8.10144274303065	"C5H11O8P"	"[M + K]+"	"PPQRONHOSHZGFQ"	"InChI=1S/C5H11O8P/c6-1-3(7)5(9)4(8)2-13-14(10,11)12/h1,3-5,7-9H,2H2,(H2,10,11,12)"	"bmse000278"	-2.68515754	"230;77982;85049;188324;441187;6101623;21880554;21115541;23615240;42609825;44588262;44588263;53393537;88507863;88508108;90657976;129660973;135075807;135075808"	"HMDB:(11734);SuperNatural:(SN00216064);ZINC bio:(ZINC01532855 ZINC03606137 ZINC03869426 ZINC03869427 ZINC22116391);additional;MeSH:(77982 188324);Plantcyc:(ARABINOSE-5P CPD-15895);PubMed;NORMAN:(NS00047890);COCONUT:(CNP0415808);KNApSAcK:(7473);PubChem:(230 77982 85049 188324 441187 6101623 21880554 21115541 23615240 42609825 44588262 44588263 53393537 88507863 88508108 90657976 129660973 135075807 135075808);YMDB Mine;CHEBI:(57693 17797 16241 58273 37492);PubChem class - bio and metabolites;KEGG:(C01112 C06814);Biocyc:(CPD-15895 CPD-17006 SMA-0000295 ARABINOSE-5P)"	34380589438	268.981536865234	35.2656636	"2210_mapp_batch_00111_sirius_2423"	2423	NA	NA	NA	NA	2423
"C(C(C(F)F)(F)F)OS(=O)(=O)C(F)(F)F"	2312	1	1	1	1	"0.08766083496619241"	-177.616040592287	1	21.0184944594612	"C4H3F7O3S"	"[M + Na]+"	"OSWSZHMBICDPQH"	"InChI=1S/C4H3F7O3S/c5-2(6)3(7,8)1-14-15(12,13)4(9,10)11/h2H,1H2"	"1H,1H,3H-Tetrafluoropropyl triflate"	2.4000001	"3792475"	"NORMAN:(NS00018723);PubChem class - safety and toxic;PubChem:(3792475)"	67371010	286.957885742188	30.3215172	"871_mapp_batch_00111_sirius_890"	890	NA	NA	NA	NA	890
"C(C(C1C(=C(C(=O)O1)O)O)O)O"	299	1	1	2	2	"0.5355929010916174"	-17.9837611003349	1	63.8350569140153	"C6H8O6"	"[M + H]+"	"CIWBSHSKHKDKBQ"	"InChI=1S/C6H8O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,5,7-10H,1H2"	"Citrovit"	-1.54762363	"54670067;54675810;54676021;54676315;54676536;54676860;54678501;54679076;54690394;54696270;54706339;54724032;54742567;54746216;57369508;59887006;71309896;71309903;76763787;87648884;88285984;88796933;98725569;91971825;101092269;101642776;117064451;118718882;129274933;131637978;133687569;135042647;139025090;139025884;137553929"	"HMDB:(44);PubChem class - food;SuperNatural:(SN00397221 SN00365572);additional;HSDB:(89-65-6 50-81-7);MeSH:(54670067 54675810);Plantcyc:(ASCORBATE);PubMed;NORMAN:(NS00001126 NS00007699 NS00044539);COCONUT:(CNP0082830 CNP0111843 CNP0367758);Natural Products:(UNPD213820 UNPD81622 UNPD169301);PubChem:(54670067 54675810 54676021 54676315 54676536 54676860 54678501 54679076 54690394 54696270 54706339 54724032 54742567 54746216 57369508 59887006 71309896 71309903 76763787 87648884 88285984 88796933 98725569 91971825 101092269 101642776 117064451 118718882 129274933 131637978 133687569 135042647 139025090 139025884 137553929);YMDB Mine;CHEBI:(51384 51440 51438 38290 29073);PubChem class - bio and metabolites;KEGG:(C00072 C20364);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(ASCORBATE CPD-20806)"	34615511918	177.039260864258	45.766248	"210_mapp_batch_00111_sirius_215"	215	NA	NA	NA	NA	215
"C(C(CSSCC(CO)N)N)O"	2348	1	2	1	2	"0.08220507870865783"	-89.3628536926103	0.347236180904523	2.91679549105265	"C6H16N2O2S2"	"[M + H]+"	"GMYWIQKRNIZTOF"	"InChI=1S/C6H16N2O2S2/c7-5(1-9)3-11-12-4-6(8)2-10/h5-6,9-10H,1-4,7-8H2"	"Cystinol"	-2.20000005	"120701;92254753"	"PubChem:(120701 92254753);PubChem class - safety and toxic"	67108866	213.073287963867	187.319694	"2077_mapp_batch_00111_sirius_2274"	2274	NA	NA	NA	NA	2274
"C(C#N)SC1=NSC(=N1)SCC#N"	2335	1	1	1	1	"0.08423765453942442"	-159.713749730416	0.989949748743718	3.07989167565551	"C6H4N4S3"	"[M + K]+"	"DEINMJVIGSQZRF"	"InChI=1S/C6H4N4S3/c7-1-3-11-5-9-6(13-10-5)12-4-2-8/h3-4H2"	"Maybridge3_000966"	2	"2805086"	"PubChem class - safety and toxic;PubChem:(2805086);PubMed"	67108930	266.923767089844	31.5401298	"821_mapp_batch_00111_sirius_837"	837	NA	NA	NA	NA	837
"C(C1(C(C(C(C(C1O)O)O)N)O)O)O"	1557	1	1	1	2	"0.18952556306236193"	-144.381596303657	1	90.9661603909727	"C7H15NO6"	"[M + H]+"	"BNZLTGPXBJPTEK"	"InChI=1S/C7H15NO6/c8-2-3(10)4(11)6(13)7(14,1-9)5(2)12/h2-6,9-14H,1,8H2"	"(1R,2R,3S,4R,5S,6S)-6-amino-2-(hydroxymethyl)cyclohexane-1,2,3,4,5-pentol"	-4.30000019	"23241384;23241385;71770860;101599991"	"MeSH:(101599991);PubChem:(23241384 23241385 71770860 101599991);PubMed"	70	210.096649169922	38.470641	"332_mapp_batch_00111_sirius_342"	342	NA	NA	NA	NA	342
"C(C1=C(C(=O)NC(=O)N1)Cl)Cl"	2151	1	1	1	1	"0.1108924130469145"	-213.624198486668	1	26.022997187425	"C5H4Cl2N2O2"	"[M + K]+"	"BXVCXZREYQLVTA"	"InChI=1S/C5H4Cl2N2O2/c6-1-2-3(7)4(10)9-5(11)8-2/h1H2,(H2,8,9,10,11)"	"5-chloro-6-(chloromethyl)-1H-pyrimidine-2,4-dione"	0.300000012	"4171056"	"PubChem:(4171056);PubChem class - safety and toxic"	67108866	232.928634643555	31.1200338	"1110_mapp_batch_00111_sirius_1146"	1146	NA	NA	NA	NA	1146
"C(C1C(C(C(C(O1)O)N)O)O)O"	443	1	1	1	2	"0.4565167203241448"	-26.7443158760056	1	59.5846230084885	"C6H13NO5"	"[M + H]+"	"MSWZFWKMSRAUBD"	"InChI=1S/C6H13NO5/c7-3-5(10)4(9)2(1-8)12-6(3)11/h2-6,8-11H,1,7H2"	"Cevolox"	-2.79999995	"739;18897;24154;1549086;1549085;121837;1149665;1403480;439213;440049;441477;445621;449462;451194;2736715;3258796;5702841;5748585;7009188;7009189;7568489;7568490;7568492;7568493;7568495;7568496;7048678;7048679;7048680;7048681;7048682;7048683;7057928;7057929;7058044;7058045;5317448;6551011;6556611;6560218;6560219;6602094;10654949;6915732;10702539;10749861;6999455;6999456;12073160;9834117;9855635;12191091;12302990;12302991;12302993;12302999;12303003;9920527;9920528;11746017;16757688;18334297;16213408;16219398;21627882;22805786;21353469;25203559;24212046;26966777;24802162;24838689;29921421;36688078;38989254;40550316;40968860;40968864;45052094;45266741;45357295;45357373;44119524;45933887;45934315;46780440;51340635;57131935;60128133;59064620;59080399;57616989;57710147;58719458;58753596;59624114;58803849;58860462;59879310;59928056;58456000;58481247;58481276;66524125;66809982;68011877;67457513;68110533;67951064;71695530;71299534;71309071;71309183;71311198;71317093;75357254;90062905;89575199;89250006;89290576;89380063;89748616;90472750;89958210;91331628;91864695;101238096;102234427;118072301;117836834;118797612;118855913;130122327;129737734;129933791;133587438;133674949;134694244;131990624;134963401;139024101;137553926;139385787"	"HMDB:(1514 30091);SuperNatural:(SN00027288 SN00381160 SN00034970 SN00005657 SN00245152 SN00379364 SN00034952 SN00005658 SN00005672);ZINC bio:(ZINC01532615 ZINC03830887 ZINC03830888 ZINC03830889 ZINC03830890 ZINC03860468 ZINC03860469 ZINC03861073 ZINC03861074 ZINC04096149 ZINC05443821 ZINC05620508 ZINC09209371 ZINC09209372 ZINC25720380 ZINC40720208 ZINC44608380);additional;HSDB:(3416-24-8);MeSH:(18897 24154 439213 440049 441477 6915732 9834117);PubMed;NORMAN:(NS00010536);COCONUT:(CNP0174447 CNP0194094);KNApSAcK:(1121);Natural Products:(UNPD118198 UNPD95469 UNPD2586 UNPD107010 UNPD176738);PubChem:(739 18897 24154 1549086 1549085 121837 1149665 1403480 439213 440049 441477 445621 449462 451194 2736715 3258796 5702841 5748585 7009188 7009189 7568489 7568490 7568492 7568493 7568495 7568496 7048678 7048679 7048680 7048681 7048682 7048683 7057928 7057929 7058044 7058045 5317448 6551011 6556611 6560218 6560219 6602094 10654949 6915732 10702539 10749861 6999455 6999456 12073160 9834117 9855635 12191091 12302990 12302991 12302993 12302999 12303003 9920527 9920528 11746017 16757688 18334297 16213408 16219398 21627882 22805786 21353469 25203559 24212046 26966777 24802162 24838689 29921421 36688078 38989254 40550316 40968860 40968864 45052094 45266741 45357295 45357373 44119524 45933887 45934315 46780440 51340635 57131935 60128133 59064620 59080399 57616989 57710147 58719458 58753596 59624114 58803849 58860462 59879310 59928056 58456000 58481247 58481276 66524125 66809982 68011877 67457513 68110533 67951064 71695530 71299534 71309071 71309183 71311198 71317093 75357254 90062905 89575199 89250006 89290576 89380063 89748616 90472750 89958210 91331628 91864695 101238096 102234427 118072301 117836834 118797612 118855913 130122327 129737734 129933791 133587438 133674949 134694244 131990624 134963401 139024101 137553926 139385787);CHEBI:(140810 62325 47977 144817 58723 44678 133904 39610 28393 16261 57704 60312);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C21048 C08349 C03570 C21038 C21051 C00329 C21035 C02262 C21060);PubChem class - safety and toxic;YMDB:(1702);PubChem class - drug;Biocyc:(CPD-12538 CPD-12539)"	17301351294	180.086761474609	149.746902	"2329_mapp_batch_00111_sirius_2598"	2598	"CHEBI:180999"	"2-Amino-2-Deoxy-Hexose"	"2.67"	"2"	2598
"C(C1C(C(C(C(O1)O)N)O)O)O"	392	1	1	1	2	"0.4792959173109925"	-17.6323043211341	1	101.552079498433	"C6H13NO5"	"[M + H]+"	"MSWZFWKMSRAUBD"	"InChI=1S/C6H13NO5/c7-3-5(10)4(9)2(1-8)12-6(3)11/h2-6,8-11H,1,7H2"	"Cevolox"	-2.79999995	"739;18897;24154;1549086;1549085;121837;1149665;1403480;439213;440049;441477;445621;449462;451194;2736715;3258796;5702841;5748585;7009188;7009189;7568489;7568490;7568492;7568493;7568495;7568496;7048678;7048679;7048680;7048681;7048682;7048683;7057928;7057929;7058044;7058045;5317448;6551011;6556611;6560218;6560219;6602094;10654949;6915732;10702539;10749861;6999455;6999456;12073160;9834117;9855635;12191091;12302990;12302991;12302993;12302999;12303003;9920527;9920528;11746017;16757688;18334297;16213408;16219398;21627882;22805786;21353469;25203559;24212046;26966777;24802162;24838689;29921421;36688078;38989254;40550316;40968860;40968864;45052094;45266741;45357295;45357373;44119524;45933887;45934315;46780440;51340635;57131935;60128133;59064620;59080399;57616989;57710147;58719458;58753596;59624114;58803849;58860462;59879310;59928056;58456000;58481247;58481276;66524125;66809982;68011877;67457513;68110533;67951064;71695530;71299534;71309071;71309183;71311198;71317093;75357254;90062905;89575199;89250006;89290576;89380063;89748616;90472750;89958210;91331628;91864695;101238096;102234427;118072301;117836834;118797612;118855913;130122327;129737734;129933791;133587438;133674949;134694244;131990624;134963401;139024101;137553926;139385787"	"HMDB:(1514 30091);SuperNatural:(SN00027288 SN00381160 SN00034970 SN00005657 SN00245152 SN00379364 SN00034952 SN00005658 SN00005672);ZINC bio:(ZINC01532615 ZINC03830887 ZINC03830888 ZINC03830889 ZINC03830890 ZINC03860468 ZINC03860469 ZINC03861073 ZINC03861074 ZINC04096149 ZINC05443821 ZINC05620508 ZINC09209371 ZINC09209372 ZINC25720380 ZINC40720208 ZINC44608380);additional;HSDB:(3416-24-8);MeSH:(18897 24154 439213 440049 441477 6915732 9834117);PubMed;NORMAN:(NS00010536);COCONUT:(CNP0174447 CNP0194094);KNApSAcK:(1121);Natural Products:(UNPD118198 UNPD95469 UNPD2586 UNPD107010 UNPD176738);PubChem:(739 18897 24154 1549086 1549085 121837 1149665 1403480 439213 440049 441477 445621 449462 451194 2736715 3258796 5702841 5748585 7009188 7009189 7568489 7568490 7568492 7568493 7568495 7568496 7048678 7048679 7048680 7048681 7048682 7048683 7057928 7057929 7058044 7058045 5317448 6551011 6556611 6560218 6560219 6602094 10654949 6915732 10702539 10749861 6999455 6999456 12073160 9834117 9855635 12191091 12302990 12302991 12302993 12302999 12303003 9920527 9920528 11746017 16757688 18334297 16213408 16219398 21627882 22805786 21353469 25203559 24212046 26966777 24802162 24838689 29921421 36688078 38989254 40550316 40968860 40968864 45052094 45266741 45357295 45357373 44119524 45933887 45934315 46780440 51340635 57131935 60128133 59064620 59080399 57616989 57710147 58719458 58753596 59624114 58803849 58860462 59879310 59928056 58456000 58481247 58481276 66524125 66809982 68011877 67457513 68110533 67951064 71695530 71299534 71309071 71309183 71311198 71317093 75357254 90062905 89575199 89250006 89290576 89380063 89748616 90472750 89958210 91331628 91864695 101238096 102234427 118072301 117836834 118797612 118855913 130122327 129737734 129933791 133587438 133674949 134694244 131990624 134963401 139024101 137553926 139385787);CHEBI:(140810 62325 47977 144817 58723 44678 133904 39610 28393 16261 57704 60312);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C21048 C08349 C03570 C21038 C21051 C00329 C21035 C02262 C21060);PubChem class - safety and toxic;YMDB:(1702);PubChem class - drug;Biocyc:(CPD-12538 CPD-12539)"	17301351294	180.086524963379	126.14421	"2768_mapp_batch_00111_sirius_3177"	3177	"CHEBI:180999"	"2-Amino-2-Deoxy-Hexose"	"2.67"	"2"	3177
